テーマＩＤ,問題ＩＤ,,タイトル,問題本文,解説,解答１,解答２,解答３,解答４,解答５,解答６,解答７,解答８,解答９,解答１０
7,64,,B種接地工事の施設方法（4）,*B種接地工事*の*接地極*及び*接地線*を*{1}に施設する場合*は、*同条の可とう性を必要とする部分の接地の場合*及び*発電所*又は*変電所*、*開閉所*若しくは*これらに準ずる場所*において、*接地極*を第19条（*保安上又は機能上必要な場合における電路の接地*）の規定に準じて施設する場合を*除き*、次により施設すること。!①*接地極*は*地下{2}以上*の*深さ*に*埋設*すること。!②*接地極*を*鉄柱*その他の*金属体*に*近接*して施設する場合は、次の*いずれか*によること。#（A）*接地極*を*鉄柱*その他の*金属体*の*底面から{3}以上の深さ*に*埋設*すること。#（B）*接地極*を*地中*でその*金属体*から*{4}以上離して埋設*すること。!③*接地線*には、*絶縁電線*※又は*通信用ケーブル以外のケーブル*を使用すること。!ただし、*接地線*を*鉄柱*その他の*金属体に沿って施設する場合以外の場合*には、*接地線*の*地表上{5}を超える部分*については、この限りでない。,電技解釈第17条（接地工事の種類及び施設方法）より!※*屋外用ビニル絶縁電線*を除く。!*A種接地工事*と同様の規定がされる。,人が触れるおそれ#がある場所/発電所、変電所#以外の場所/変電所に#準ずる場所,75cm/60cm/30cm/100cm,30cm/75cm/60cm/100cm,100cm/30cm/60cm/75cm,60cm/30cm/75cm/100cm,,,,,
7,65,,B種接地工事の施設方法（5）,*B種接地工事*の*接地線*は{1}を施設してある*支持物*に施設しないこと,電技解釈第17条（接地工事の種類及び施設方法）より!*A種接地工事*と同様の規定がされる。,避雷針用地線/通信設備/架空地線/柱上変圧器,,,,,,,,,
7,66,10,C・D種接地工事の施設方法（1）,*C種接地工事*の*接地抵抗値*は*{1}以下*であること。!*D種接地工事*の*接地抵抗値*は*{2}以下*であること。!ただし、*低圧電路*において、*地絡を生じた場合*に*{3}以内*に当該電路を*自動的に遮断する装置*を施設するときは*{4}以下*であること。,電技解釈第17条（接地工事の種類及び施設方法）より!*漏電遮断器等*により保護された回路であれば、*C種及びD種接地工事*の接地抵抗値の規定値が*緩和*される。,10Ω/100Ω/30Ω/500Ω,100Ω/30Ω/500Ω/10Ω,0.5秒/0.1秒/1秒/2秒,500Ω/100Ω/300Ω/1\000Ω,,,,,,
7,67,,C・D種接地工事の施設方法（2）,*C種接地工事*及び*D種接地工事*の*接地線*は、次に適合するものであること。!①*故障*の際に流れる*電流*を*安全*に通じることができるものであること。!②次に規定する場合を除き、*引張強さ{1}以上*の*容易に腐食し難い金属線*又は*直径{2}以上*の*軟銅線*であること。!③*移動*して使用する*電気機械器具*の*金属製外箱等*に*接地工事*を施す場合において、*可とう性を必要とする部分*は、次の*いずれか*のものであること。!(A)*多心コード*又は*多心キャブタイヤケーブル*の*1心*であって、*断面積が{3}以上*のもの!(B)*可とう性*を有する*軟銅より線*であって、*断面積が{4}以上*のもの,電技解釈第17条（接地工事の種類及び施設方法）より,0.39kN/1.04kN/2.46kN/0.67kN,1.6mm/2.0mm/2.6mm/1.2mm,0.75m㎡/0.9m㎡/1.25m㎡/2.0m㎡,1.25m㎡/0.75m㎡/0.9m㎡/2.0m㎡,,,,,,
7,68,,C・D種接地工事の施設方法（3）,*C種接地工事*を施す*金属体*と*大地との間*の*電気抵抗値*が{1}以下である場合は、*C種接地工事*を施したものとみなす。!*D種接地工事*を施す*金属体*と*大地との間*の*電気抵抗値*が*{2}以下*である場合は、*D種接地工事*を施したものとみなす。,電技解釈第17条（接地工事の種類及び施設方法）より,10Ω/2Ω/3Ω/5Ω,100Ω/2Ω/30Ω/50Ω,,,,,,,,
7,69,,電子機器の電路の接地,*電子機器*に接続する*使用電圧*が{1}の*電路*、その他{2}において、*電路*に*接地*を施すことにより、*感電*、*火災*その他の*危険*を生じることのない場合には、*電路*に*接地*を施すことができる。,電技解釈第19条（保安上又は機能上必要な場合における電路の接地）より,150V以下/300V以下/450V以下/600V以下,機能上#必要な場所/機密性の#高い場所,,,,,,,,
7,70,,工作物の金属体を利用した接地工事（1）,*鉄骨造*、*鉄骨鉄筋コンクリート造*又は*鉄筋コンクリート造*の*建物*において、当該*建物の鉄骨*等を、*{1}種接地工事※*に係る*共用の接地極*に使用する場合には、*建物の鉄骨*又は*鉄筋コンクリート*の*一部*を*地中に埋設する*とともに{2}を施すこと。,電技解釈第18条（工作物の金属体を利用した接地工事）より!また、*鉄骨等*を*A種接地工事*又は*B種接地工事*の*接地極*として使用する場合は更に追加要件が規定される。!※第19条（保安上又は機能上必要な場合における電路の接地）に定める*電路*の*中性点*の*接地工事*も含める。,A・B・C・D/A・B/C・D/A・C・D,等電位#ボンディング/連接接地/メッシュ接地/A種接地工事,,,,,,,,
7,71,,工作物の金属体を利用した接地工事（2）,第18条（*工作物の金属体を利用した接地工事*）の*等電位ボンディング*の規定により*鉄骨等*を*共用の接地極*として使用する場合において、*A種接地工事*又は*B種接地工事*の*接地極*として使用する場合には、*更に*次により施設すること。#なお、これらの場合において、*鉄骨等*は、*接地抵抗値**によらず*、*共用の接地極*として使用することができる。!①*特別高圧*又は*高圧*の機械器具の金属製外箱に施す接地工事の接地線に*1線地絡電流*が流れた場合において、*建物の柱、梁、床、壁等*の*構造物*の*導電性部分間*に*{1}を超える**{2}が発生*しないように、*建物の鉄骨*又は*鉄筋*は、相互に*電気的*に*接続*されていること。!②前号に規定する場合において、接地工事を施した*電気機械器具*又は電気機械器具以外の*金属製の機器*若しくは*設備*を施設するときは、これらの*金属製部分間*又はこれらの*金属製部分*と*建物の柱、梁、床、壁等*の*構造物*の*導電性部分間*に*{1}を超える**{2}が発生*しないように施設すること。!③第1号に規定する場合において、*当該建物*の*金属製部分*と*大地との間*又は*当該建物*及び*隣接する建物の外壁の金属製部分間*に*{1}を超える**{2}が発生*しないように施設すること。!ただし、建物の外壁に*金属製部分*が*露出*しないように施設する等の*感電防止対策*を施す場合は、この限りでない。!④第1号、第2号及び第3号の規定における*1線地絡電流*が流れた場合の{2}を*推定*するために用いる*接地抵抗値*は、*実測値*又は*日本産業規格* *JIS T 1022（2006）*「*病院電気設備の安全基準*」の「*附属書（参考）建築構造体の接地抵抗の計算*」によること。,電技解釈第18条（工作物の金属体を利用した接地工事）より,50V/60V/150V/300V,接触電圧/歩幅電圧/異常電圧/対地電圧,,,,,,,,
7,72,,工作物の金属体を利用した接地工事（3）,*大地*との間の*電気抵抗値*が*{1}以下の値*を保っている*建物の鉄骨*その他の*金属体*は*{2}高圧電路*に施設する*機械器具*等に施す*{3}種接地工事*の*接地極*に使用することができる。,電技解釈第18条（工作物の金属体を利用した接地工事）より,2Ω/3Ω/5Ω/10Ω,非接地式/接地式,A・B/A・B・C・D/A・C・D/C・D,,,,,,,
7,73,,工作物の金属体を利用した接地工事（4）,*Ａ種接地工事*又は*Ｂ種接地工事*を、第18条（*工作物の金属体を利用した接地工事*）の規定により施設する場合における*接地線*は、第17条（*接地工事の種類及び施設方法*）の規定によらず{1}の*規定に準じて*施設することができる。,人の触れるおそれがある場所に接地線を施設する場合のA種又はB種接地工事について、建物の鉄骨の接地の場合は接地抵抗が低く、*接地線*に*危険な電圧が発生するおそれがない*ので、*接地極の埋設深さ*や*合成樹脂管等に収めること*を*一律に規定せず*、A種及びB種接地工事の重要性を考慮し、*接地線*を*ケーブル工事*に準じて施設することを規定している。,第164条#ケーブル工事/第159条#金属管工事/第158条#合成樹脂管工事/第161条#金属線ぴ工事,,,,,,,,,
7,74,,電磁誘導作用による影響の防止,*変電所*、*開閉所*、*変圧器*、*開閉器*、*電線路*等を施設するに当たっては、*通常の使用状態*において、当該施設、機械器具等からの{1}により*{2}に影響*を及ぼすおそれがないよう、当該施設、機械器具等の付近において、*人によって占められる空間*に相当する空間の*磁束密度*の*平均値*が、*商用周波数*において*{3}以下*になるように施設しなければならない。!ただし、*田畑*、*山林*その他の*人の往来が少ない場所*において、*人体に危害*を及ぼすおそれがないように施設する場合は、この限りでない。,電技省令第27条の2（電気機械器具等からの電磁誘導作用による人の健康影響の防止）第1項及び第2項より,電磁誘導作用/電波/静電誘導作用,人の健康/他の電気的設備/通信設備,200μT/50μT/300μT/500μT,,,,,,,
,,,,,,,,,,,,,,,
8,1,1,電技省令第１６条,*電気設備*は、*他の電気設備*その他の{1}に{2}な*障害*を与えないように施設しなければならない。,電技省令第16条（電気設備の電気的、磁気的障害の防止）より,物件の機能/事業運営/建物の運用/設備の性能,電気的又は#磁気的/電気的又は#熱的/電気的又は#物理的/社会的又は#経済的,,,,,,,,
8,2,2,高周波障害の防止（1）,*高周波利用設備*は、他の*高周波利用設備*の*機能*に{1}を及ぼすおそれがないように施設しなければならない。,電技省令第17条（高周波利用設備への障害の防止）より,継続的かつ#重大な障害/軽度であっても#継続的な障害/一時的であっても#重大な障害,,,,,,,,,
